Image Name,Green View Index
13415_sat_44.jpg,0.005
192918_sat_74.jpg,0.0001
170535_sat_14.jpg,0.6458
13415_sat_36.jpg,0.0
15573_sat_01.jpg,0.0489
15573_sat_57.jpg,0.0
15573_sat_23.jpg,0.0275
126796_sat_76.jpg,0.0
148381_sat_74.jpg,0.417
202277_sat_06.jpg,0.0953
20187_sat_57.jpg,0.0036
122104_sat_73.jpg,0.4695
15573_sat_67.jpg,0.0014
156574_sat_17.jpg,0.6008
202277_sat_15.jpg,0.2991
156574_sat_54.jpg,0.3713
162310_sat_13.jpg,0.5979
202277_sat_02.jpg,0.001
134465_sat_52.jpg,0.2481
176225_sat_83.jpg,0.4642
148381_sat_86.jpg,0.4226
176225_sat_28.jpg,0.1665
20187_sat_67.jpg,0.0373
134465_sat_53.jpg,0.2202
13415_sat_70.jpg,0.0011
148381_sat_50.jpg,0.5404
176225_sat_41.jpg,0.1522
134465_sat_41.jpg,0.0094
126796_sat_77.jpg,0.1003
15573_sat_31.jpg,0.0031
133209_sat_10.jpg,0.0459
174980_sat_34.jpg,0.5891
202277_sat_22.jpg,0.007
182422_sat_67.jpg,0.0029
134465_sat_44.jpg,0.2116
122104_sat_80.jpg,0.4456
162310_sat_47.jpg,0.7817
126796_sat_66.jpg,0.0
148381_sat_20.jpg,0.7149
20187_sat_88.jpg,0.0392
182422_sat_25.jpg,0.0161
20187_sat_85.jpg,0.0585
15573_sat_38.jpg,0.0088
182422_sat_70.jpg,0.0
192918_sat_76.jpg,0.0246
15573_sat_76.jpg,0.0
13415_sat_26.jpg,0.0034
156574_sat_35.jpg,0.5394
15573_sat_06.jpg,0.0002
20187_sat_55.jpg,0.0517
170535_sat_73.jpg,0.599
202277_sat_16.jpg,0.1257
20187_sat_05.jpg,0.0562
148381_sat_82.jpg,0.3528
182422_sat_77.jpg,0.0
192918_sat_70.jpg,0.0
170535_sat_52.jpg,0.0565
174980_sat_41.jpg,0.6761
134465_sat_71.jpg,0.1273
126796_sat_30.jpg,0.0026
15573_sat_85.jpg,0.0
174980_sat_08.jpg,0.4251
202277_sat_21.jpg,0.0224
134465_sat_14.jpg,0.3461
152569_sat_05.jpg,0.1399
122178_sat_05.jpg,0.7587
13415_sat_48.jpg,0.0006
182422_sat_12.jpg,0.0183
170535_sat_31.jpg,0.138
202277_sat_53.jpg,0.0
192918_sat_48.jpg,0.0197
192918_sat_16.jpg,0.0636
182422_sat_31.jpg,0.0098
126796_sat_71.jpg,0.0
15573_sat_71.jpg,0.0001
20187_sat_75.jpg,0.0029
15573_sat_16.jpg,0.005
156574_sat_04.jpg,0.468
143794_sat_24.jpg,0.0388
133209_sat_61.jpg,0.0041
174980_sat_51.jpg,0.5078
13415_sat_21.jpg,0.0047
202277_sat_71.jpg,0.0014
182422_sat_35.jpg,0.0
156574_sat_52.jpg,0.1299
156574_sat_03.jpg,0.23
182422_sat_47.jpg,0.0008
13415_sat_47.jpg,0.0029
13415_sat_14.jpg,0.0
126796_sat_78.jpg,0.1396
202277_sat_64.jpg,0.0
126796_sat_88.jpg,0.0
202277_sat_65.jpg,0.0034
148381_sat_87.jpg,0.5962
134465_sat_84.jpg,0.1902
20187_sat_35.jpg,0.0477
176225_sat_47.jpg,0.1572
133209_sat_36.jpg,0.0007
156574_sat_40.jpg,0.1926
176225_sat_30.jpg,0.067
170535_sat_77.jpg,0.5098
15573_sat_41.jpg,0.0148
156574_sat_11.jpg,0.339
174980_sat_48.jpg,0.8411
20187_sat_24.jpg,0.0016
15573_sat_56.jpg,0.0
148381_sat_32.jpg,0.8483
202277_sat_38.jpg,0.0302
147716_sat_10.jpg,0.1706
134465_sat_50.jpg,0.3364
147716_sat_04.jpg,0.1856
156574_sat_60.jpg,0.1514
176225_sat_27.jpg,0.0594
192918_sat_36.jpg,0.0003
156574_sat_27.jpg,0.6064
134465_sat_58.jpg,0.3122
20187_sat_68.jpg,0.0033
195769_sat_06.jpg,0.0312
162310_sat_25.jpg,0.8089
15573_sat_61.jpg,0.0012
143794_sat_61.jpg,0.166
192918_sat_06.jpg,0.043
13415_sat_03.jpg,0.0001
15573_sat_22.jpg,0.0095
133209_sat_50.jpg,0.0428
122178_sat_11.jpg,0.1773
122178_sat_06.jpg,0.8711
174980_sat_26.jpg,0.7969
174980_sat_23.jpg,0.5471
192918_sat_15.jpg,0.0073
133209_sat_23.jpg,0.0017
122178_sat_02.jpg,0.8006
176225_sat_54.jpg,0.0304
162310_sat_18.jpg,0.63
170535_sat_54.jpg,0.359
170535_sat_47.jpg,0.2428
182422_sat_56.jpg,0.0
182422_sat_66.jpg,0.0
147716_sat_03.jpg,0.3664
192918_sat_85.jpg,0.0443
15573_sat_72.jpg,0.0003
20187_sat_04.jpg,0.0626
162310_sat_11.jpg,0.4843
134465_sat_43.jpg,0.2136
134465_sat_86.jpg,0.1507
162310_sat_56.jpg,0.6329
126796_sat_63.jpg,0.0
156574_sat_10.jpg,0.2177
156574_sat_24.jpg,0.1173
134465_sat_04.jpg,0.3679
176225_sat_66.jpg,0.4528
147716_sat_31.jpg,0.0122
133209_sat_14.jpg,0.0
20187_sat_25.jpg,0.0419
122104_sat_70.jpg,0.4466
202277_sat_66.jpg,0.0025
126796_sat_60.jpg,0.0028
202277_sat_01.jpg,0.0029
126796_sat_52.jpg,0.0006
147716_sat_21.jpg,0.0088
156574_sat_47.jpg,0.3135
122178_sat_15.jpg,0.7165
182422_sat_02.jpg,0.0222
13415_sat_13.jpg,0.0003
148381_sat_85.jpg,0.2417
195769_sat_17.jpg,0.0131
147716_sat_05.jpg,0.0142
148381_sat_41.jpg,0.6885
192918_sat_07.jpg,0.3375
174980_sat_73.jpg,0.5171
170535_sat_16.jpg,0.567
126796_sat_33.jpg,0.0103
170535_sat_23.jpg,0.4877
176225_sat_64.jpg,0.2645
174980_sat_32.jpg,0.8863
202277_sat_45.jpg,0.0047
174980_sat_38.jpg,0.781
202277_sat_23.jpg,0.0002
133209_sat_27.jpg,0.0123
122104_sat_88.jpg,0.5457
170535_sat_61.jpg,0.3975
143794_sat_70.jpg,0.2287
162310_sat_34.jpg,0.8676
170535_sat_67.jpg,0.5856
192918_sat_84.jpg,0.067
152569_sat_26.jpg,0.1519
148381_sat_24.jpg,0.6864
122178_sat_14.jpg,0.9232
192918_sat_83.jpg,0.0014
13415_sat_32.jpg,0.0009
174980_sat_63.jpg,0.5345
162310_sat_17.jpg,0.3768
126796_sat_42.jpg,0.0085
133209_sat_00.jpg,0.0396
148381_sat_61.jpg,0.6366
176225_sat_77.jpg,0.1938
182422_sat_05.jpg,0.0005
15573_sat_86.jpg,0.0
202277_sat_12.jpg,0.0002
13415_sat_66.jpg,0.0027
202277_sat_11.jpg,0.0
143794_sat_51.jpg,0.0344
176225_sat_87.jpg,0.2788
162310_sat_66.jpg,0.4011
162310_sat_65.jpg,0.7278
133209_sat_51.jpg,0.0181
170535_sat_00.jpg,0.3568
143794_sat_42.jpg,0.0038
20187_sat_36.jpg,0.0118
156574_sat_80.jpg,0.0961
156574_sat_01.jpg,0.4258
176225_sat_70.jpg,0.397
170535_sat_17.jpg,0.2664
182422_sat_87.jpg,0.0073
20187_sat_15.jpg,0.0564
170535_sat_25.jpg,0.0831
152569_sat_14.jpg,0.0928
15573_sat_54.jpg,0.0068
126796_sat_61.jpg,0.0081
15573_sat_26.jpg,0.004
147716_sat_15.jpg,0.0033
20187_sat_86.jpg,0.171
174980_sat_62.jpg,0.6448
202277_sat_58.jpg,0.0012
176225_sat_74.jpg,0.301
126796_sat_43.jpg,0.0
202277_sat_46.jpg,0.0
15573_sat_21.jpg,0.0116
133209_sat_18.jpg,0.0144
13415_sat_37.jpg,0.0089
133209_sat_28.jpg,0.004
182422_sat_36.jpg,0.0
176225_sat_75.jpg,0.4561
15573_sat_82.jpg,0.0008
174980_sat_28.jpg,0.6249
126796_sat_56.jpg,0.0
174980_sat_00.jpg,0.6427
170535_sat_10.jpg,0.3551
170535_sat_71.jpg,0.4202
176225_sat_65.jpg,0.403
13415_sat_16.jpg,0.0009
134465_sat_63.jpg,0.3618
126796_sat_72.jpg,0.0
156574_sat_37.jpg,0.3253
174980_sat_11.jpg,0.7969
176225_sat_57.jpg,0.1193
192918_sat_86.jpg,0.1761
192918_sat_14.jpg,0.0009
195769_sat_07.jpg,0.1701
182422_sat_08.jpg,0.0007
148381_sat_60.jpg,0.7964
122178_sat_03.jpg,0.9124
156574_sat_46.jpg,0.2378
192918_sat_02.jpg,0.0002
126796_sat_51.jpg,0.0
170535_sat_58.jpg,0.6966
126796_sat_82.jpg,0.0031
202277_sat_31.jpg,0.0009
170535_sat_48.jpg,0.6141
174980_sat_06.jpg,0.7357
174980_sat_70.jpg,0.5791
13415_sat_80.jpg,0.0027
13415_sat_67.jpg,0.0006
134465_sat_42.jpg,0.1117
15573_sat_48.jpg,0.0
162310_sat_70.jpg,0.4653
148381_sat_63.jpg,0.1402
147716_sat_30.jpg,0.0517
170535_sat_15.jpg,0.6933
192918_sat_68.jpg,0.0013
182422_sat_11.jpg,0.0
15573_sat_77.jpg,0.0
182422_sat_21.jpg,0.0002
133209_sat_37.jpg,0.0061
176225_sat_63.jpg,0.4667
192918_sat_00.jpg,0.0
162310_sat_07.jpg,0.5156
202277_sat_27.jpg,0.0015
143794_sat_37.jpg,0.0676
202277_sat_04.jpg,0.003
133209_sat_25.jpg,0.0086
202277_sat_26.jpg,0.001
148381_sat_43.jpg,0.42
162310_sat_24.jpg,0.9256
156574_sat_38.jpg,0.6736
133209_sat_33.jpg,0.0499
126796_sat_81.jpg,0.0
156574_sat_58.jpg,0.4654
20187_sat_56.jpg,0.0693
192918_sat_77.jpg,0.0468
156574_sat_14.jpg,0.3223
182422_sat_30.jpg,0.0
192918_sat_72.jpg,0.0
15573_sat_75.jpg,0.0
170535_sat_60.jpg,0.3164
182422_sat_24.jpg,0.0001
126796_sat_35.jpg,0.003
15573_sat_66.jpg,0.0011
143794_sat_36.jpg,0.0779
148381_sat_71.jpg,0.5251
15573_sat_13.jpg,0.0231
152569_sat_15.jpg,0.1729
182422_sat_23.jpg,0.0084
172307_sat_04.jpg,0.0733
170535_sat_81.jpg,0.4568
13415_sat_51.jpg,0.0032
182422_sat_17.jpg,0.0003
182422_sat_15.jpg,0.0939
134465_sat_24.jpg,0.1309
148381_sat_64.jpg,0.0315
122104_sat_65.jpg,0.3093
147716_sat_20.jpg,0.0413
162310_sat_37.jpg,0.5632
156574_sat_67.jpg,0.6666
156574_sat_22.jpg,0.2533
13415_sat_15.jpg,0.0012
133209_sat_04.jpg,0.0014
170535_sat_18.jpg,0.1269
148381_sat_33.jpg,0.2536
122104_sat_64.jpg,0.6074
202277_sat_56.jpg,0.0001
15573_sat_20.jpg,0.0074
202277_sat_13.jpg,0.003
13415_sat_17.jpg,0.0038
15573_sat_36.jpg,0.0147
13415_sat_58.jpg,0.0011
192918_sat_50.jpg,0.0
192918_sat_67.jpg,0.0003
148381_sat_51.jpg,0.6469
15573_sat_52.jpg,0.0015
156574_sat_61.jpg,0.0655
148381_sat_52.jpg,0.624
134465_sat_68.jpg,0.3804
202277_sat_36.jpg,0.0
133209_sat_43.jpg,0.0258
182422_sat_07.jpg,0.0
126796_sat_41.jpg,0.0032
156574_sat_57.jpg,0.3193
15573_sat_50.jpg,0.0
170535_sat_87.jpg,0.4222
202277_sat_37.jpg,0.0073
192918_sat_08.jpg,0.0897
176225_sat_50.jpg,0.0205
202277_sat_10.jpg,0.1036
174980_sat_88.jpg,0.8082
176225_sat_51.jpg,0.2591
182422_sat_22.jpg,0.0
202277_sat_57.jpg,0.0013
195769_sat_18.jpg,0.0232
192918_sat_11.jpg,0.0
182422_sat_51.jpg,0.0
20187_sat_45.jpg,0.0403
13415_sat_61.jpg,0.0012
148381_sat_17.jpg,0.8461
170535_sat_72.jpg,0.7102
13415_sat_34.jpg,0.0056
182422_sat_46.jpg,0.0007
13415_sat_05.jpg,0.0083
134465_sat_72.jpg,0.2136
133209_sat_13.jpg,0.0019
15573_sat_63.jpg,0.0003
156574_sat_00.jpg,0.4345
148381_sat_40.jpg,0.413
156574_sat_25.jpg,0.1313
176225_sat_73.jpg,0.327
176225_sat_56.jpg,0.0373
170535_sat_55.jpg,0.5555
170535_sat_46.jpg,0.0824
133209_sat_30.jpg,0.0041
192918_sat_80.jpg,0.0938
126796_sat_70.jpg,0.0
162310_sat_26.jpg,0.7722
20187_sat_46.jpg,0.0086
15573_sat_14.jpg,0.0049
176225_sat_53.jpg,0.0329
152569_sat_06.jpg,0.1603
147716_sat_13.jpg,0.0011
202277_sat_43.jpg,0.0103
202277_sat_54.jpg,0.0007
202277_sat_17.jpg,0.0066
156574_sat_70.jpg,0.1016
134465_sat_17.jpg,0.1023
126796_sat_46.jpg,0.0005
182422_sat_52.jpg,0.0
148381_sat_46.jpg,0.9193
202277_sat_70.jpg,0.0033
20187_sat_78.jpg,0.0
148381_sat_84.jpg,0.6356
170535_sat_62.jpg,0.5997
126796_sat_80.jpg,0.0031
148381_sat_72.jpg,0.347
122104_sat_71.jpg,0.4226
13415_sat_68.jpg,0.0006
15573_sat_60.jpg,0.0002
192918_sat_75.jpg,0.0
147716_sat_11.jpg,0.0687
126796_sat_67.jpg,0.0244
148381_sat_81.jpg,0.237
156574_sat_50.jpg,0.1711
133209_sat_40.jpg,0.0026
152569_sat_35.jpg,0.0276
143794_sat_38.jpg,0.0134
174980_sat_22.jpg,0.789
15573_sat_87.jpg,0.0
152569_sat_07.jpg,0.0337
133209_sat_53.jpg,0.0116
162310_sat_00.jpg,0.6412
162310_sat_06.jpg,0.7374
202277_sat_07.jpg,0.004
202277_sat_03.jpg,0.0002
182422_sat_40.jpg,0.0041
122104_sat_62.jpg,0.5188
15573_sat_00.jpg,0.023
122178_sat_17.jpg,0.6755
176225_sat_37.jpg,0.0409
170535_sat_68.jpg,0.6788
15573_sat_84.jpg,0.0
174980_sat_27.jpg,0.7619
192918_sat_37.jpg,0.0
133209_sat_60.jpg,0.0079
147716_sat_06.jpg,0.0084
15573_sat_47.jpg,0.0
122178_sat_12.jpg,0.8513
147716_sat_12.jpg,0.0894
148381_sat_70.jpg,0.6039
156574_sat_41.jpg,0.1369
176225_sat_84.jpg,0.3969
134465_sat_74.jpg,0.0515
13415_sat_78.jpg,0.0038
202277_sat_28.jpg,0.0007
13415_sat_12.jpg,0.0032
122104_sat_84.jpg,0.3199
195769_sat_08.jpg,0.1922
148381_sat_07.jpg,0.763
134465_sat_60.jpg,0.0377
162310_sat_58.jpg,0.7545
147716_sat_40.jpg,0.0227
15573_sat_03.jpg,0.0441
143794_sat_23.jpg,0.0236
176225_sat_52.jpg,0.0747
174980_sat_40.jpg,0.5911
156574_sat_15.jpg,0.8092
133209_sat_03.jpg,0.0096
182422_sat_60.jpg,0.0006
192918_sat_03.jpg,0.0022
156574_sat_23.jpg,0.1597
152569_sat_02.jpg,0.2285
202277_sat_55.jpg,0.0004
147716_sat_16.jpg,0.0177
122104_sat_63.jpg,0.6494
13415_sat_07.jpg,0.0011
174980_sat_50.jpg,0.5493
13415_sat_10.jpg,0.0006
13415_sat_02.jpg,0.002
13415_sat_54.jpg,0.0132
143794_sat_26.jpg,0.001
182422_sat_14.jpg,0.2563
133209_sat_02.jpg,0.086
134465_sat_15.jpg,0.2842
176225_sat_60.jpg,0.0902
15573_sat_10.jpg,0.0041
134465_sat_85.jpg,0.2793
13415_sat_38.jpg,0.0065
174980_sat_24.jpg,0.7758
174980_sat_13.jpg,0.737
133209_sat_26.jpg,0.0018
122104_sat_74.jpg,0.3843
13415_sat_01.jpg,0.0004
202277_sat_42.jpg,0.2443
134465_sat_35.jpg,0.2589
148381_sat_54.jpg,0.2368
156574_sat_53.jpg,0.1336
20187_sat_14.jpg,0.0098
174980_sat_52.jpg,0.7163
126796_sat_87.jpg,0.0
192918_sat_73.jpg,0.0
176225_sat_40.jpg,0.1784
13415_sat_06.jpg,0.0003
15573_sat_78.jpg,0.0
170535_sat_30.jpg,0.2393
134465_sat_81.jpg,0.104
143794_sat_52.jpg,0.2201
133209_sat_08.jpg,0.0484
15573_sat_11.jpg,0.0192
15573_sat_07.jpg,0.0
170535_sat_88.jpg,0.4984
148381_sat_18.jpg,0.8197
182422_sat_62.jpg,0.0001
122178_sat_04.jpg,0.7958
202277_sat_24.jpg,0.0011
134465_sat_05.jpg,0.0669
172307_sat_88.jpg,0.1521
134465_sat_18.jpg,0.3273
192918_sat_13.jpg,0.0646
182422_sat_76.jpg,0.0
143794_sat_43.jpg,0.2795
170535_sat_53.jpg,0.136
176225_sat_10.jpg,0.0166
156574_sat_48.jpg,0.2654
182422_sat_20.jpg,0.0
122178_sat_18.jpg,0.537
156574_sat_02.jpg,0.5211
134465_sat_33.jpg,0.0453
134465_sat_76.jpg,0.2694
192918_sat_20.jpg,0.0
192918_sat_23.jpg,0.0501
15573_sat_73.jpg,0.0
134465_sat_61.jpg,0.2096
148381_sat_08.jpg,0.8878
126796_sat_31.jpg,0.0022
176225_sat_55.jpg,0.0439
170535_sat_80.jpg,0.3663
126796_sat_62.jpg,0.0
176225_sat_62.jpg,0.3747
162310_sat_12.jpg,0.7223
122104_sat_86.jpg,0.6866
176225_sat_31.jpg,0.0191
15573_sat_12.jpg,0.0387
122104_sat_81.jpg,0.1985
15573_sat_62.jpg,0.0004
152569_sat_16.jpg,0.0349
156574_sat_68.jpg,0.1261
192918_sat_24.jpg,0.0234
174980_sat_81.jpg,0.2986
122104_sat_85.jpg,0.6508
15573_sat_37.jpg,0.0012
192918_sat_10.jpg,0.0
126796_sat_36.jpg,0.0052
143794_sat_60.jpg,0.0092
182422_sat_01.jpg,0.0001
13415_sat_45.jpg,0.0087
162310_sat_35.jpg,0.8851
134465_sat_16.jpg,0.1081
338661_sat_14.jpg,0.9108
334677_sat_56.jpg,0.0011
226788_sat_65.jpg,0.663
334677_sat_67.jpg,0.0007
291214_sat_71.jpg,0.7917
226788_sat_56.jpg,0.4196
340898_sat_56.jpg,0.7995
334677_sat_51.jpg,0.0
296279_sat_41.jpg,0.06
226788_sat_02.jpg,0.5275
299287_sat_36.jpg,0.0004
255876_sat_75.jpg,0.616
242583_sat_63.jpg,0.0013
33573_sat_06.jpg,0.0011
277994_sat_38.jpg,0.0009
210473_sat_38.jpg,0.0
334677_sat_45.jpg,0.0018
226788_sat_13.jpg,0.7166
24813_sat_85.jpg,0.2231
277900_sat_83.jpg,0.0002
210473_sat_88.jpg,0.0006
296279_sat_72.jpg,0.121
299287_sat_58.jpg,0.0067
242583_sat_74.jpg,0.0014
210473_sat_65.jpg,0.0011
202277_sat_81.jpg,0.0058
255876_sat_87.jpg,0.8148
277994_sat_65.jpg,0.0015
242583_sat_01.jpg,0.0
255876_sat_56.jpg,0.2397
33573_sat_33.jpg,0.0628
331533_sat_46.jpg,0.1484
208695_sat_72.jpg,0.0435
255876_sat_58.jpg,0.6087
340898_sat_63.jpg,0.3304
338798_sat_18.jpg,0.0026
277900_sat_34.jpg,0.0033
277900_sat_76.jpg,0.0
202277_sat_74.jpg,0.004
33573_sat_13.jpg,0.0048
217085_sat_03.jpg,0.1029
291214_sat_33.jpg,0.5294
27460_sat_36.jpg,0.4551
255876_sat_35.jpg,0.2095
334677_sat_46.jpg,0.0011
210473_sat_87.jpg,0.0
208495_sat_17.jpg,0.0051
334677_sat_33.jpg,0.0073
334677_sat_66.jpg,0.0005
277900_sat_53.jpg,0.0012
242583_sat_38.jpg,0.0
277994_sat_63.jpg,0.0016
33573_sat_44.jpg,0.0597
334677_sat_76.jpg,0.0003
299287_sat_38.jpg,0.0
33573_sat_14.jpg,0.0004
226788_sat_84.jpg,0.5399
277994_sat_61.jpg,0.0016
210473_sat_75.jpg,0.0011
277994_sat_83.jpg,0.0025
325354_sat_55.jpg,0.084
291214_sat_05.jpg,0.5547
334677_sat_74.jpg,0.0072
27460_sat_14.jpg,0.5403
299287_sat_37.jpg,0.0408
340898_sat_50.jpg,0.7046
296279_sat_67.jpg,0.2699
255876_sat_13.jpg,0.6731
299287_sat_16.jpg,0.0373
277900_sat_85.jpg,0.0392
226788_sat_66.jpg,0.5738
334677_sat_14.jpg,0.0036
242583_sat_42.jpg,0.0
210473_sat_82.jpg,0.0
277900_sat_15.jpg,0.0003
210473_sat_42.jpg,0.0001
210473_sat_44.jpg,0.0026
340898_sat_85.jpg,0.6835
296279_sat_22.jpg,0.0375
242583_sat_20.jpg,0.1976
255876_sat_71.jpg,0.386
27460_sat_43.jpg,0.121
27460_sat_27.jpg,0.4088
291214_sat_16.jpg,0.1834
204494_sat_25.jpg,0.0097
291214_sat_35.jpg,0.7067
226788_sat_71.jpg,0.2996
255876_sat_21.jpg,0.1692
226788_sat_31.jpg,0.5654
291214_sat_26.jpg,0.5056
210473_sat_50.jpg,0.0043
242583_sat_18.jpg,0.0002
280861_sat_42.jpg,0.9206
208495_sat_18.jpg,0.0075
33573_sat_88.jpg,0.0033
277900_sat_64.jpg,0.0016
27460_sat_80.jpg,0.6313
280861_sat_50.jpg,0.3371
210473_sat_21.jpg,0.0
334677_sat_04.jpg,0.0
210473_sat_10.jpg,0.0
338798_sat_28.jpg,0.0
242583_sat_64.jpg,0.0
226788_sat_62.jpg,0.6886
296279_sat_40.jpg,0.0376
334677_sat_73.jpg,0.0003
277994_sat_02.jpg,0.1228
208695_sat_81.jpg,0.0583
255876_sat_52.jpg,0.2545
210473_sat_13.jpg,0.0008
277994_sat_18.jpg,0.0008
296279_sat_46.jpg,0.3583
273002_sat_62.jpg,0.8536
27460_sat_05.jpg,0.4119
334677_sat_37.jpg,0.0002
210473_sat_55.jpg,0.0054
202277_sat_86.jpg,0.0002
299287_sat_20.jpg,0.0003
291214_sat_58.jpg,0.5359
340898_sat_57.jpg,0.77
215525_sat_04.jpg,0.7023
226788_sat_60.jpg,0.5861
27460_sat_78.jpg,0.4772
291214_sat_88.jpg,0.4037
296279_sat_13.jpg,0.0316
226788_sat_72.jpg,0.5112
334677_sat_22.jpg,0.0
255876_sat_54.jpg,0.1558
27460_sat_25.jpg,0.1791
277994_sat_03.jpg,0.0205
277900_sat_47.jpg,0.0002
226788_sat_08.jpg,0.6349
242583_sat_66.jpg,0.0001
215525_sat_01.jpg,0.4797
340898_sat_87.jpg,0.6813
299287_sat_31.jpg,0.0
299287_sat_41.jpg,0.0034
226788_sat_70.jpg,0.2733
27460_sat_57.jpg,0.352
338661_sat_25.jpg,0.9145
255876_sat_76.jpg,0.3833
215525_sat_14.jpg,0.8064
338661_sat_15.jpg,0.8153
334677_sat_68.jpg,0.0
204494_sat_13.jpg,0.5206
277994_sat_78.jpg,0.0214
334677_sat_13.jpg,0.0
334677_sat_05.jpg,0.0004
215525_sat_02.jpg,0.761
277994_sat_35.jpg,0.0019
215525_sat_10.jpg,0.6093
27460_sat_13.jpg,0.2955
27460_sat_51.jpg,0.5511
202277_sat_75.jpg,0.0081
33573_sat_85.jpg,0.0017
255876_sat_42.jpg,0.4026
208695_sat_71.jpg,0.0143
316446_sat_07.jpg,0.3475
277900_sat_75.jpg,0.0033
33573_sat_67.jpg,0.0
277994_sat_68.jpg,0.0041
27460_sat_15.jpg,0.17
277900_sat_44.jpg,0.0082
296279_sat_87.jpg,0.4387
210473_sat_67.jpg,0.0003
242583_sat_13.jpg,0.0
225945_sat_78.jpg,0.0062
340898_sat_66.jpg,0.8252
27460_sat_04.jpg,0.4198
202277_sat_73.jpg,0.0012
242583_sat_07.jpg,0.0001
226788_sat_61.jpg,0.668
33573_sat_27.jpg,0.0
242583_sat_88.jpg,0.1134
334677_sat_06.jpg,0.0004
277900_sat_25.jpg,0.0022
27460_sat_38.jpg,0.2895
340898_sat_86.jpg,0.799
296279_sat_23.jpg,0.0479
242583_sat_52.jpg,0.0
242583_sat_15.jpg,0.0
226788_sat_55.jpg,0.3341
27460_sat_35.jpg,0.6538
277900_sat_36.jpg,0.0013
296279_sat_20.jpg,0.0033
334677_sat_28.jpg,0.0
340898_sat_62.jpg,0.6223
338661_sat_76.jpg,0.7975
210473_sat_77.jpg,0.0
316446_sat_37.jpg,0.221
27460_sat_67.jpg,0.4866
242583_sat_11.jpg,0.0
299287_sat_28.jpg,0.0006
255876_sat_80.jpg,0.6159
331533_sat_06.jpg,0.0674
226788_sat_05.jpg,0.4176
296279_sat_60.jpg,0.09
226788_sat_52.jpg,0.5373
338661_sat_04.jpg,0.6805
325354_sat_77.jpg,0.0461
226788_sat_30.jpg,0.7298
316446_sat_38.jpg,0.3078
217085_sat_76.jpg,0.047
334677_sat_40.jpg,0.0007
291214_sat_72.jpg,0.7831
325354_sat_82.jpg,0.0075
217085_sat_58.jpg,0.0197
27460_sat_88.jpg,0.2816
296279_sat_14.jpg,0.4243
226788_sat_06.jpg,0.6064
299287_sat_68.jpg,0.1541
334677_sat_20.jpg,0.0
242583_sat_08.jpg,0.0
334677_sat_71.jpg,0.0093
255876_sat_73.jpg,0.4443
277994_sat_56.jpg,0.0023
296279_sat_33.jpg,0.0673
226788_sat_15.jpg,0.7967
24813_sat_74.jpg,0.266
277994_sat_45.jpg,0.0
340898_sat_54.jpg,0.469
